seller_code,seller_name,seller_trust,seller_safe_sales,seller_customs,seller_items,category_top,sell_method,seller_view,seller_like,seller_chat
65646,수입커피머신전시장,638.0,0,78,20,가전제품,"직거래,택배",1337,0,5
65685,화난,750.0,0,2,6,노트북/PC,"직거래,택배,편의점픽업, 직거래,택배",45,0,0
65749,선하고올바른학습쑥,401.0,0,0,2,"노트북/PC, 모바일/태블릿",직거래,24,0,0
66090,호나기,464.0,2,0,1,노트북/PC,택배,19,0,0
66615,moonmm,323.0,0,0,1,가전제품,직거래,100,3,0
66746,노원구월계인덕대,592.0,9,45,3,패션의류,"직거래,택배",11,0,0
66848,rimsx2,600.0,1,0,1,패션잡화,택배,13,0,0
67076,수수공주,323.0,0,0,1,노트북/PC,직거래,24,0,1
67280,clean거래합시다,269.0,0,0,1,노트북/PC,직거래,21,0,1
67429,독거펭귄,443.0,1,0,1,노트북/PC,"직거래,택배",4,0,0
67474,은하수같은햇빛속으로,657.0,2,0,7,노트북/PC,"직거래,택배, 직거래,택배,편의점픽업, 택배",527,0,3
67636,미사지구,583.0,1,2,4,노트북/PC,"직거래,택배",33,0,0
68047,소소한행복333,345.0,1,0,2,가전제품,택배,57,0,0
68078,제이드,394.0,0,0,4,"노트북/PC, 가전제품",직거래,52,0,0
68175,미소파파,506.0,0,0,2,"노트북/PC, 패션잡화","직거래,택배",54,1,0
68186,couples,241.0,0,0,1,가전제품,택배,29,0,0
68199,민트쵸코칩,622.0,1,0,1,가전제품,직거래,52,0,1
68349,고알라,536.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",8,0,0
68448,유우우웅,435.0,1,4,1,패션잡화,"직거래,택배",20,0,0
68451,임승민아버지,280.0,0,0,2,가전제품,택배,46,0,0
68583,열정도전,523.0,2,0,1,노트북/PC,직거래,7,0,0
68708,tori,269.0,0,0,1,가전제품,"직거래,택배",4,0,0
69070,할수있어유우우,424.0,0,0,1,모바일/태블릿,"직거래,택배",6,0,3
69497,가디엘,506.0,1,0,2,가전제품,직거래,432,4,4
69524,달퐁,576.0,1,2,3,패션의류,택배,32,0,0
69696,아마다스,582.0,5,5,3,"패션잡화, 패션의류",택배,67,0,0
70270,미시령호랑이,568.0,1,0,1,패션잡화,"직거래,택배",17,0,0
70324,시아스타,800.0,8,64,11,노트북/PC,"직거래,택배,편의점픽업, 직거래,택배, 택배, 직거래",1231,6,20
70454,천다니엘,710.0,3,0,2,"노트북/PC, 모바일/태블릿",택배,122,0,4
70956,앱사용안합니다,358.0,0,0,1,패션잡화,택배,7,0,0
71247,새로운습관,870.0,11,8,1,노트북/PC,"직거래,택배",107,0,3
71327,안카,209.0,0,0,1,노트북/PC,직거래,26,0,0
71361,수원늑대,610.0,0,0,2,노트북/PC,"직거래,택배",25,0,0
71776,빠워블라낑,566.0,0,0,1,패션잡화,택배,8,0,0
71818,만년과장,323.0,0,0,1,가전제품,"직거래,택배",32,0,0
71887,로하,629.0,0,0,5,"노트북/PC, 모바일/태블릿, 가전제품","직거래, 직거래,택배",212,0,1
72492,콩다희,378.0,0,1,1,가전제품,택배,28,0,0
72618,R19,342.0,0,3,1,노트북/PC,직거래,16,0,0
73476,간지가살살,544.0,4,0,2,노트북/PC,"직거래,택배",6,0,0
73753,건빵쥔천사,672.0,0,4,3,"모바일/태블릿, 가전제품","직거래,택배",251,1,6
74053,기분좋은점빵,410.0,1,67,4,패션잡화,"직거래,택배, 직거래",40,0,0
74185,발깍지,534.0,2,0,3,"노트북/PC, 가전제품","직거래,택배",60,0,0
74283,우린친구들,707.0,17,1,2,"노트북/PC, 가전제품","직거래,택배",239,0,3
74429,5930,502.0,1,0,1,모바일/태블릿,택배,61,1,0
74472,루지잔,574.0,2,1,1,패션의류,택배,23,0,0
74878,플랜커,418.0,0,0,1,노트북/PC,"직거래,택배",51,1,1
75178,그라비,565.0,0,0,11,"패션잡화, 패션의류","직거래,택배",92,1,2
75328,sk011,644.0,0,1,1,가전제품,직거래,60,1,1
75676,적응력있는크림치즈,328.0,0,4,2,모바일/태블릿,택배,151,0,0
75702,미니비니i,562.0,0,0,1,패션잡화,택배,62,0,0
75994,Ann778,421.0,4,13,1,가전제품,택배,137,0,2
76026,아틀라스,821.0,4,2,1,노트북/PC,"직거래,택배",90,0,0
76890,쏘대님,267.0,0,0,1,노트북/PC,직거래,5,1,0
77058,할리배리,639.0,13,0,2,"노트북/PC, 모바일/태블릿","직거래,택배",281,1,6
77794,paradise,363.0,0,0,6,"가전제품, 패션잡화","직거래, 직거래,택배",19,1,0
78147,8월의크리스마스,498.0,0,0,1,모바일/태블릿,"직거래,택배",107,3,4
78186,ELEEN,349.0,0,0,2,패션잡화,"직거래,택배",35,0,0
78586,날아라슛돌이,474.0,0,0,1,노트북/PC,"직거래,택배",19,0,0
78592,부매랑,221.0,0,0,2,가전제품,"직거래,택배, 직거래",31,0,1
78616,용용빠,696.0,0,0,11,가전제품,"직거래,택배",963,4,11
79028,SunSetSky,553.0,2,1,1,노트북/PC,"직거래,택배",14,0,0
79396,별다방미스홍,540.0,1,0,2,모바일/태블릿,택배,20,0,1
79591,위풍당당푸우,540.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",31,0,0
79607,ray스타일,321.0,0,0,1,패션의류,"직거래,택배",26,0,1
79691,르노장,683.0,4,0,1,모바일/태블릿,"직거래,택배",35,0,0
79922,ktropqs,435.0,1,5,102,"가전제품, 패션잡화, 패션의류",택배,1019,0,2
79976,주식장이,704.0,90,4,1,노트북/PC,택배,184,3,5
80002,kimwithpark,309.0,0,0,3,"노트북/PC, 모바일/태블릿","직거래,택배",150,1,1
80288,헤스본직영점,492.0,0,23,1,가전제품,"직거래,택배",208,2,1
80517,jjiyome,343.0,0,0,3,"패션잡화, 패션의류",택배,23,0,0
80865,GodDinoysos,398.0,0,0,2,노트북/PC,"직거래,택배,편의점픽업",23,0,0
81075,소이준,762.0,11,0,1,노트북/PC,"직거래,택배",51,0,2
81144,정교한경제비바람,361.0,0,0,1,패션잡화,택배,5,0,1
81278,준비된백수,460.0,0,0,1,노트북/PC,직거래,33,0,0
81541,붉은손잡이,642.0,0,1,1,노트북/PC,직거래,76,1,1
81632,김병남,316.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",25,0,0
81810,Stanley,417.0,0,0,1,패션잡화,"직거래,택배",33,0,0
82154,Pt950,676.0,0,9,3,모바일/태블릿,"직거래,택배",140,1,3
82416,깔끔코너,826.0,102,6,1,모바일/태블릿,"직거래,택배",144,1,7
82537,크앙크앙맨,423.0,1,0,1,패션잡화,"직거래,택배",1,0,0
82714,분홍부농키티,792.0,5,5,2,"노트북/PC, 가전제품",택배,38,0,0
82720,honghong99,665.0,3,4,16,"패션잡화, 패션의류","택배, 직거래,택배",160,0,1
83019,머플러꽃향기,389.0,2,1,7,"가전제품, 패션잡화, 패션의류",택배,160,0,0
83055,부룽부루,653.0,2,3,2,패션의류,"직거래,택배",39,0,0
83077,알럽꼬꼬,374.0,0,0,1,가전제품,"직거래,택배",32,0,0
83215,월운,845.0,5,0,1,가전제품,"직거래,택배",153,3,5
83431,GRYN,675.0,2,0,1,노트북/PC,직거래,234,2,5
83488,razer,540.0,0,0,1,노트북/PC,"직거래,택배",113,0,1
83535,노멀피플,502.0,0,0,1,노트북/PC,직거래,97,0,2
83669,가성비용,741.0,2,5,1,패션잡화,"직거래,택배",345,4,6
83749,귤빠,364.0,0,1,1,가전제품,직거래,32,0,0
83889,기묘사,589.0,0,7,1,가전제품,"직거래,택배,편의점픽업",10,0,0
83984,SAENYEOK,790.0,2,0,5,"패션잡화, 패션의류",택배,180,0,0
84125,야2노무짜샤,302.0,0,0,1,패션의류,택배,20,0,0
84162,priga,463.0,0,16,4,"패션잡화, 패션의류","택배, 직거래,택배,편의점픽업",121,1,0
84209,재즈앤블루,535.0,0,0,1,가전제품,직거래,50,0,3
84490,겜비노,825.0,17,29,2,"노트북/PC, 가전제품","직거래,택배",348,0,3
84600,jusT,522.0,0,7,8,"모바일/태블릿, 가전제품, 패션의류",택배,191,1,1
84618,solee79,502.0,5,2,1,노트북/PC,"직거래,택배,편의점픽업",97,1,1
84701,적해파리,686.0,5,9,1,패션잡화,택배,35,0,0
84937,쿨거래요망,308.0,0,0,1,노트북/PC,"직거래,택배",159,0,1
84994,SH1892,613.0,0,0,1,모바일/태블릿,택배,4,0,0
85232,천재황금손,679.0,1,0,1,가전제품,"직거래,택배",80,0,3
85375,k1079,575.0,7,4,1,패션의류,택배,4,0,0
85515,kimmhy,631.0,1,1,1,가전제품,직거래,116,0,0
86409,소리그림V,441.0,2,0,1,노트북/PC,"직거래,택배",73,0,0
86708,당근좀,773.0,1,3,1,모바일/태블릿,"직거래,택배,편의점픽업",80,0,2
86910,hanks,639.0,1,0,1,모바일/태블릿,"직거래,택배",9,0,0
87104,jangj02,526.0,4,1,1,패션잡화,택배,29,0,0
87112,칸션스,816.0,19,12,1,모바일/태블릿,"직거래,택배",32,0,0
87380,지노drdre,219.0,0,0,1,노트북/PC,직거래,26,0,1
87481,reek16kw,554.0,0,2,1,노트북/PC,"직거래,택배",148,0,1
87782,사구팔구79,446.0,2,0,1,노트북/PC,"직거래,택배",26,0,0
87874,funyfanta,560.0,2,1,1,모바일/태블릿,"직거래,택배",25,0,0
87894,사팔뜨기,271.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",38,0,0
87957,빙그레님,386.0,0,2,1,패션잡화,"직거래,택배",24,1,0
88122,갓지민,420.0,0,1,1,패션잡화,택배,16,0,0
88279,작전쟁이,817.0,7,0,1,가전제품,택배,90,0,1
88401,와따3,458.0,1,0,1,가전제품,"직거래,택배",125,1,1
88507,엔터,226.0,0,0,1,모바일/태블릿,"직거래,택배",43,0,1
88620,MrBrightSide,214.0,0,0,1,모바일/태블릿,"직거래,택배",4,0,0
88847,add4666,336.0,0,0,1,노트북/PC,"직거래,택배",20,0,0
89429,안도혁,219.0,0,0,2,패션의류,택배,14,0,0
89722,moreseller,788.0,12,12,3,패션잡화,"직거래,택배",103,0,1
89771,썰티,461.0,0,0,1,노트북/PC,"직거래,택배",87,0,0
90101,안녕하신가영,449.0,0,0,1,패션잡화,택배,5,0,0
90228,달리는빤스,539.0,3,0,1,패션잡화,"직거래,택배",56,0,0
90384,드드드득,457.0,0,0,2,패션의류,택배,23,0,0
90431,믿고사고팔아욥,745.0,19,13,1,모바일/태블릿,택배,115,2,4
90644,봅비,368.0,0,0,1,패션의류,"직거래,택배",6,0,0
90793,나미리메,599.0,1,6,11,패션의류,택배,90,0,1
91627,novawoo,225.0,0,0,1,가전제품,"직거래,택배",13,0,0
91633,주넌잉,415.0,0,1,2,가전제품,"직거래,택배, 직거래",98,0,0
91847,월버그,265.0,0,0,2,가전제품,직거래,69,2,2
91952,S2ungE,504.0,1,0,2,노트북/PC,"직거래,택배",235,0,2
92002,늘한결같이,541.0,0,0,1,가전제품,직거래,299,3,4
92013,용자나라,481.0,0,0,1,패션잡화,"직거래,택배",22,0,0
92269,마이코코,672.0,10,49,6,"가전제품, 패션잡화, 패션의류",택배,197,0,3
92271,뚜룻뚜룻뚜,440.0,0,0,1,가전제품,"직거래,택배",63,0,1
92293,호아호,693.0,2,0,1,노트북/PC,"직거래,택배",6,0,0
92403,리뷰제품판매,547.0,5,2,2,노트북/PC,택배,68,0,0
92818,dkdih,349.0,0,0,1,패션잡화,택배,3,0,0
92953,안드로메다,447.0,1,0,1,패션잡화,택배,23,0,1
93079,대구용산동꿀,239.0,0,0,1,패션잡화,직거래,10,0,0
93516,cj0027,230.0,0,0,4,패션의류,"직거래,택배",38,0,0
93933,우기기기기기기,249.0,0,0,2,노트북/PC,"직거래,택배",20,0,0
94023,나나냥스,362.0,0,3,1,노트북/PC,택배,11,0,0
94167,누리꾼,451.0,0,0,3,"노트북/PC, 가전제품","직거래,택배, 직거래",61,0,0
94178,whitealdus,751.0,2,3,1,패션의류,"직거래,택배",23,0,1
94256,아이폰컬렉터,895.0,2,3,1,모바일/태블릿,"직거래,택배",164,0,6
94305,일곱빛깔레인보우,705.0,2,0,1,노트북/PC,직거래,12,0,0
94328,베로베롱,616.0,10,0,2,패션잡화,택배,89,0,0
94432,베리룬,561.0,0,5,1,노트북/PC,직거래,114,5,0
94964,ㅇㅅㅇ1332,381.0,0,0,1,패션잡화,"직거래,택배",3,0,0
95031,졸림깨,350.0,0,0,2,가전제품,"직거래,택배, 택배",39,0,1
95172,볶음밥킬러,408.0,0,0,14,"패션잡화, 패션의류",택배,105,0,2
95468,candy1542,577.0,2,2,7,패션잡화,"택배,편의점픽업, 직거래,택배,편의점픽업",552,3,9
95479,일중독,412.0,1,0,1,가전제품,"직거래,택배",22,0,0
95643,무인도카약,512.0,0,0,1,가전제품,"직거래,택배",91,1,0
96073,옆집빵집좋아,339.0,0,0,1,모바일/태블릿,택배,16,1,0
96254,초로옥색,422.0,1,0,1,노트북/PC,택배,19,0,0
96385,sky1250,477.0,0,0,2,노트북/PC,"직거래,택배",43,0,1
96476,jstyle23,511.0,7,14,2,패션의류,"직거래,택배",36,0,0
96507,아낌없이,385.0,0,0,1,패션잡화,직거래,13,0,0
96824,zzezjz,401.0,0,0,1,패션잡화,택배,0,0,0
96997,jm2,692.0,2,0,1,가전제품,"직거래,택배",10,0,0
97095,별향,521.0,2,0,1,노트북/PC,직거래,27,0,0
97321,하나의사랑67,388.0,0,0,5,"노트북/PC, 가전제품","택배, 직거래,택배",36,0,0
97367,ukchan2,825.0,9,0,2,노트북/PC,"직거래,택배",420,1,8
97453,rpsejz12,330.0,0,0,1,노트북/PC,직거래,35,1,1
97575,수더분한까치상추,353.0,0,0,2,노트북/PC,"직거래,택배",130,0,2
97713,사과주세여,577.0,15,0,3,노트북/PC,"직거래,택배",123,0,1
97729,우수회원박종팔,708.0,0,0,2,"노트북/PC, 패션잡화","직거래,택배, 직거래,택배,편의점픽업",262,0,2
97784,이쁜마녀,602.0,1,1,5,패션의류,택배,23,0,0
98017,우트스키,528.0,3,0,1,노트북/PC,직거래,51,1,3
98124,다음시작,693.0,4,0,1,가전제품,"직거래,택배",12,0,0
98137,론리,189.0,0,1,1,노트북/PC,"직거래,택배",14,0,0
98570,BARTALK,271.0,0,0,2,패션잡화,"직거래,택배,편의점픽업",163,1,0
98625,lvc,379.0,0,1,2,패션잡화,"직거래,택배",111,0,1
98739,쭝고로운평화나라,647.0,1,0,2,"노트북/PC, 패션잡화",택배,0,0,0
99550,ymcmsc,280.0,0,0,1,패션잡화,"직거래,택배",19,0,1
99669,쭈군님,707.0,6,2,3,가전제품,"직거래,택배, 직거래",108,0,1
99928,하이연,487.0,1,0,3,"노트북/PC, 모바일/태블릿","직거래,택배",222,0,0
100006,qkm,282.0,0,0,3,"패션잡화, 패션의류",택배,6,0,0
100121,송추부들이,423.0,0,0,1,가전제품,"직거래,택배",437,5,7
100218,다장조,339.0,0,0,1,노트북/PC,직거래,15,0,1
100287,happyml,447.0,0,4,2,패션잡화,"직거래,택배,편의점픽업",99,2,5
100826,shimyc,375.0,0,0,4,노트북/PC,"직거래,택배,편의점픽업",114,1,1
100827,EAYN,592.0,1,1,1,노트북/PC,택배,108,1,0
100985,빛과소금,694.0,2,8,1,패션잡화,"직거래,택배",31,0,0
101560,수따구리,782.0,6,0,1,노트북/PC,"직거래,택배",29,1,0
101689,파스칼,326.0,0,1,1,노트북/PC,"직거래,택배",50,0,0
102002,meso1004,489.0,0,2,1,패션잡화,"직거래,택배",64,1,2
102205,240622마켓,582.0,0,0,2,패션의류,택배,68,0,0
102225,서태웅,461.0,0,1,2,모바일/태블릿,직거래,91,0,2
102794,joonpark31,483.0,0,1,4,"모바일/태블릿, 패션잡화","직거래,택배",50,0,0
103295,하자매맘,321.0,0,0,1,가전제품,택배,130,1,0
103328,양심적판매자,702.0,16,79,24,"노트북/PC, 가전제품","직거래,택배, 택배, 직거래",621,0,6
103450,알펙스,478.0,0,1,1,패션의류,"직거래,택배",36,0,1
103585,hsp7713,572.0,0,0,2,노트북/PC,"직거래,택배",61,1,2
103974,오징어탕탕탕,543.0,0,0,1,가전제품,직거래,46,0,0
104050,가게104050,419.0,0,0,5,노트북/PC,"직거래,택배",54,0,1
104223,홍시영이,422.0,0,0,1,노트북/PC,"직거래,택배",124,0,0
104276,예배하는스님,718.0,8,2,5,"패션잡화, 패션의류","택배, 직거래,택배",53,0,0
104453,sumom,263.0,0,0,1,패션의류,택배,1,0,0
104480,말리지말고,503.0,1,0,2,"노트북/PC, 가전제품","직거래,택배",32,0,0
104487,황지도,507.0,2,1,1,가전제품,택배,17,0,0
104660,탭스터,755.0,31,1,2,가전제품,"직거래,택배",137,1,3
104990,후다보노,453.0,0,1,1,패션잡화,"직거래,택배",27,1,0
105055,독고불패,466.0,4,0,1,가전제품,"직거래,택배",8,0,0
105335,알렉산덜,315.0,0,2,1,가전제품,"직거래,택배",34,0,0
105433,onerome,409.0,0,0,1,노트북/PC,택배,22,0,0
105439,jaehoonj,546.0,0,0,1,노트북/PC,"직거래,택배",214,0,0
105668,냉면,445.0,0,0,5,패션잡화,택배,34,0,0
105819,린향,586.0,0,0,1,패션의류,"직거래,택배",35,0,0
106400,더드레스룸마미,305.0,0,1,1,패션잡화,택배,20,0,0
106785,하두리7,604.0,0,2,2,노트북/PC,"직거래,택배, 직거래",70,0,0
107025,soccerkig14,539.0,0,3,8,가전제품,"직거래,택배",279,0,2
107129,gkgkguswl,445.0,1,0,1,패션잡화,택배,48,0,0
107400,지니WOW,401.0,0,1,1,패션잡화,택배,6,0,0
107469,뉘놔노,367.0,0,0,1,노트북/PC,직거래,30,0,0
107551,윤설아빠,638.0,1,0,2,노트북/PC,"직거래,택배, 직거래",702,6,13
107940,웨인누구니,639.0,0,1,3,노트북/PC,"직거래,택배",341,4,6
108010,강북멋쟁이,370.0,0,1,3,"노트북/PC, 패션잡화","직거래,택배",198,0,0
108183,그룬가,494.0,1,0,1,모바일/태블릿,택배,14,0,0
108453,기창이,361.0,0,0,1,패션잡화,"직거래,택배",6,0,0
108597,alldfgg,469.0,0,0,2,패션잡화,"택배, 직거래,택배",79,0,0
108604,새거중고,703.0,13,5,1,노트북/PC,"직거래,택배",21,0,2
108818,Kijun,541.0,0,0,1,패션잡화,"직거래,택배",17,0,0
108985,귤웅,344.0,1,1,1,모바일/태블릿,직거래,29,0,0
109672,44마그남,839.0,25,4,4,패션의류,택배,130,0,0
109750,gsk,459.0,2,0,2,노트북/PC,직거래,26,0,0
109805,카밀리아,309.0,0,0,1,모바일/태블릿,"직거래,택배",34,0,0
109815,슈타,444.0,1,0,1,노트북/PC,택배,29,0,1
109926,크린시아,768.0,9,18,48,"가전제품, 패션잡화","직거래,택배,편의점픽업",244,0,5
109993,밤하늘은,528.0,1,1,1,노트북/PC,"직거래,택배",66,0,0
110464,오늘의시계,316.0,0,0,1,모바일/태블릿,"직거래,택배",22,0,0
110555,사리사마,580.0,0,0,1,패션잡화,"직거래,택배",22,0,0
110761,봄별,380.0,0,0,1,노트북/PC,직거래,59,1,0
110948,진기명기,649.0,4,0,6,"패션잡화, 패션의류","택배, 직거래,택배",202,1,5
111082,원백오,548.0,0,0,1,노트북/PC,"직거래,택배",40,0,1
111101,그녀의아침,770.0,7,45,1,가전제품,"직거래,택배",33,0,0
112786,킴천재입니당,381.0,2,0,4,패션의류,"직거래, 직거래,택배",35,0,0
113092,지니진,725.0,1,0,3,"가전제품, 패션잡화",택배,151,0,2
113117,아이스준,567.0,0,0,1,가전제품,"직거래,택배",14,0,0
113436,기무니,392.0,0,0,1,패션의류,"직거래,택배",23,0,0
113449,꿀잼,289.0,0,0,1,가전제품,택배,4,0,0
113479,뇌육사시미,475.0,0,0,1,패션잡화,택배,69,0,2
113707,ting97,537.0,0,0,1,패션잡화,"직거래,택배",10,0,0
113867,onereal,784.0,17,1,1,노트북/PC,택배,16,0,0
114006,맥가이버77777,331.0,0,0,4,가전제품,"직거래, 직거래,택배",8,0,0
114399,중고돌이2,397.0,0,1,1,패션의류,"직거래,택배",9,0,0
114525,믿음아우야,522.0,2,6,6,"모바일/태블릿, 패션잡화","직거래,택배, 택배",419,2,3
114651,해피to게더,464.0,0,7,3,"패션잡화, 패션의류","직거래,택배, 직거래",23,0,0
114761,몬스터12,465.0,0,0,1,패션잡화,택배,21,0,0
114780,어여쁜뿡이맘,626.0,2,0,1,가전제품,"직거래,택배,편의점픽업",21,0,1
114840,Comdoctor,556.0,1,3,6,"노트북/PC, 가전제품","직거래,택배, 직거래",716,3,3
115036,빵샹,631.0,1,0,1,패션잡화,택배,49,0,0
115277,그렇게가겠지,748.0,3,8,1,노트북/PC,"직거래,택배",32,0,0
115310,소주다구리,542.0,0,0,1,가전제품,직거래,88,0,0
115558,Elliiammaa,385.0,1,0,1,모바일/태블릿,"직거래,택배",64,1,1
115650,선마닉ㅋㅋㅋㅋㅋ,337.0,0,0,1,패션잡화,"직거래,택배",15,0,1
116150,아히힛,542.0,3,0,1,가전제품,"직거래,택배",33,0,0
116229,김서켠,224.0,0,0,1,모바일/태블릿,"직거래,택배",45,1,0
116752,수박공주딸기왕자,483.0,5,4,1,패션잡화,"직거래,택배",16,0,0
116792,jhyoon,472.0,0,1,1,패션잡화,택배,31,0,1
116961,트트람,579.0,0,1,1,가전제품,택배,2,0,0
117003,eumchansik,549.0,26,40,1,패션잡화,택배,55,0,1
117137,달쟁이,652.0,1,0,3,"노트북/PC, 가전제품, 패션잡화","직거래,택배",30,0,0
117714,몽고몽고,471.0,1,0,2,"가전제품, 패션잡화","직거래, 직거래,택배",11,0,0
118002,joahchim,581.0,0,1,2,패션의류,"직거래,택배",24,0,0
118216,트리플H,495.0,0,3,1,가전제품,"직거래,택배",68,1,1
118307,풀향기배,294.0,0,0,1,노트북/PC,택배,11,0,0
118420,우주최강컴덕,749.0,1,3,2,노트북/PC,"직거래,택배",39,0,1
118503,이주밥떡,513.0,0,0,1,가전제품,택배,6,0,0
118574,매일튼튼,349.0,0,0,2,가전제품,"직거래,택배",31,0,0
118763,크레이지뷰티풀,494.0,0,1,2,패션잡화,"택배, 직거래,택배",23,0,0
119013,낭만사과,328.0,3,1,3,노트북/PC,"직거래,택배",291,1,3
